MsgRef,OrderGroup,OrderNo,OrderRef,OrderSeq,ACCode,SCTYCode,stock_name,OrderSide,OrderType,OrderQty,OrderPrice,OrderStatus,OrderTime,donePrice,doneQty,ReducedQty,RejectedQty,outQty,MsgText,AECode,Inputer,Channel,IPAddress,BCAN
3913,INPUT,78239686,78239686,84299010,M9136,3337,安東油田服務,A,E,20000,1.23,O,2025-10-09 09:30:52.050,0,0,0,0,20000,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
4003,INPUT,78239778,78239778,128755202,M57509,175,吉利汽車,A,E,2000,19.63,F,2025-10-09 09:31:31.510,19.63,2000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
4149,INPUT,78239926,78239926,209821953,M57727,358,江西銅業股份,A,E,6000,34.7,F,2025-10-09 09:32:45.270,34.7,6000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
4653,INPUT,78240439,78240439,,M57727,358,江西銅業股份,B,E,3000,34.7,X,2025-10-09 09:37:24.237,0,0,0,3000,0,2081 Warning! Price 41 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
4669,INPUT,78240456,78240456,501979393,M57727,358,江西銅業股份,B,E,3000,34.7,C,2025-10-09 09:37:34.053,0,0,3000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
4968,INPUT,78240760,78240760,589711875,P88929,2208,金風科技,A,E,10000,15.15,F,2025-10-09 09:40:28.227,15.15,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006629
5389,INPUT,78241187,78241187,767964931,M57509,981,中芯國際,A,E,500,89.2,F,2025-10-09 09:44:24.633,89.2,500,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
5397,INPUT,78241196,78241196,851378945,M57727,358,江西銅業股份,B,E,6000,37.12,C,2025-10-09 09:44:35.153,0,0,6000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
5411,MODIFY,78241210,78241196,857210881,M57727,358,江西銅業股份,B,E,6000,37.2,F,2025-10-09 09:44:43.583,37.2,6000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
5427,CANCEL,78241226,78240456,501979393,M57727,358,江西銅業股份,B,E,0,34.7,C,2025-10-09 09:44:52.850,0,0,3000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
5485,INPUT,78241285,78241285,827226626,M57509,3330,靈寶黃金,B,E,6000,20.9,F,2025-10-09 09:45:31.610,20.9,6000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
5615,INPUT,78241419,78241419,957943041,M57509,9988,阿里巴巴－Ｗ,A,E,200,173.3,F,2025-10-09 09:46:49.910,173.3,200,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
5642,INPUT,78241446,78241446,982059009,M57727,9988,阿里巴巴－Ｗ,A,E,200,173.3,F,2025-10-09 09:47:11.790,173.3,200,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
6011,INPUT,78241819,78241819,1057630210,M57509,7552,ＸＩ二南方恒科,B,E,20000,1.108,F,2025-10-09 09:51:04.303,1.108,20000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6081,INPUT,78241890,78241890,1228325633,M57727,2259,紫金黃金國際,A,E,700,139.4,F,2025-10-09 09:51:42.367,139.4,700,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
6546,INPUT,78242364,78242364,1471674625,M57509,2259,紫金黃金國際,B,E,100,138.2,F,2025-10-09 09:56:32.927,138.2,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6645,INPUT,78242464,78242464,1294774019,M57509,3833,新疆新鑫礦業,A,E,2000,3.64,F,2025-10-09 09:57:25.230,3.64,2000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6723,INPUT,78242546,78242546,,M57727,3898,時代電氣,B,E,500,42,X,2025-10-09 09:58:23.593,0,0,0,500,0,2081 Warning! Price 128 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
6771,INPUT,78242595,78242595,1375934210,M57509,7552,ＸＩ二南方恒科,A,E,20000,1.11,F,2025-10-09 09:59:01.893,1.11,20000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6821,INPUT,78242646,78242646,1593132545,M57509,9988,阿里巴巴－Ｗ,B,E,200,173.6,F,2025-10-09 09:59:36.860,173.6,200,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6867,INPUT,78242693,78242693,1613835265,M57509,2259,紫金黃金國際,B,E,100,141.8,F,2025-10-09 10:00:09.640,141.8,100,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
7620,INPUT,78243466,78243466,1950589441,M57727,9858,優然牧業,B,E,10000,3.16,F,2025-10-09 10:10:27.157,3.16,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
8082,INPUT,78243941,78243941,2183223809,M57509,9988,阿里巴巴－Ｗ,B,E,200,175.8,F,2025-10-09 10:17:53.300,175.8,200,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
8566,INPUT,78244431,78244431,2385836801,P86128,179,德昌電機控股,A,E,1000,38.68,F,2025-10-09 10:24:51.027,38.68,1000,0,0,0,,CK489,P86128,SATS,42.2.126.211,AAG460.1005162
8759,INPUT,78244628,78244628,2479311617,P86128,179,德昌電機控股,A,E,1000,39,F,2025-10-09 10:27:53.613,39,1000,0,0,0,,CK489,P86128,SATS,42.2.126.211,AAG460.1005162
9233,INPUT,78245109,78245109,2675870465,M57727,358,江西銅業股份,B,E,2000,37.6,C,2025-10-09 10:34:57.873,0,0,2000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
9258,MODIFY,78245134,78245109,2685392641,M57727,358,江西銅業股份,B,E,2000,37.62,F,2025-10-09 10:35:17.583,37.62,2000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
9316,INPUT,78245195,78245195,2466744834,P88929,323,馬鞍山鋼鐵股份,B,E,20000,2.74,F,2025-10-09 10:36:07.380,2.74,20000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006629
9849,INPUT,78245738,78245738,,P821331,9992,泡泡瑪特,A,E,200,278,X,2025-10-09 10:43:45.207,0,0,0,200,0,2081 Warning! Price 109 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
9858,INPUT,78245747,78245747,,P821331,9992,泡泡瑪特,A,E,200,278,X,2025-10-09 10:43:58.040,0,0,0,200,0,2043 Invalid order price,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
10575,INPUT,78246476,78246476,3062162435,P77197,3320,華潤醫藥,A,E,10000,4.94,C,2025-10-09 10:57:32.620,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1004271
10639,INPUT,78246540,78246540,,P77197,9698,萬國數據－ＳＷ,B,E,1000,36.52,X,2025-10-09 10:58:42.867,0,0,0,1000,0,2081 Warning! Price 35 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1004271
10645,INPUT,78246546,78246546,3228355585,P77197,9698,萬國數據－ＳＷ,B,E,1000,36.52,C,2025-10-09 10:58:52.960,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1004271
11284,INPUT,78247195,78247195,3466536707,M57509,981,中芯國際,B,E,500,91.9,F,2025-10-09 11:16:31.473,91.9,500,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
11307,INPUT,78247218,78247218,3370471938,M57509,3330,靈寶黃金,A,E,5000,20.4,C,2025-10-09 11:16:59.000,0,0,5000,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
11331,MODIFY,78247242,78247218,3384422914,M57509,3330,靈寶黃金,A,E,5000,20.7,C,2025-10-09 11:17:37.783,0,0,5000,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
11386,INPUT,78247297,78247297,,M57727,763,中興通訊,B,E,1000,39.2,X,2025-10-09 11:18:44.170,0,0,0,1000,0,2081 Warning! Price 34 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11392,INPUT,78247303,78247303,3512565763,M57727,763,中興通訊,B,E,1000,39.2,C,2025-10-09 11:18:53.547,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11401,INPUT,78247312,78247312,,M57727,763,中興通訊,B,E,1000,39.2,X,2025-10-09 11:19:10.043,0,0,0,1000,0,2081 Warning! Price 35 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11411,INPUT,78247322,78247322,3521181955,M57727,763,中興通訊,B,E,1000,39.2,C,2025-10-09 11:19:19.883,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
11426,INPUT,78247332,78247332,3527651075,M57509,981,中芯國際,B,E,500,92.05,C,2025-10-09 11:19:29.547,0,0,500,0,0,"Not enough equity! (Available equity: -$4,845)",CK489,MCAMS,MCAMS,ATS,AAG460.1052019
11449,MODIFY,78247360,78247332,3534790915,M57509,981,中芯國際,B,E,500,92.15,F,2025-10-09 11:20:04.870,92.15,500,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
11483,MODIFY,78247394,78247218,3445402626,M57509,3330,靈寶黃金,A,E,5000,20.4,F,2025-10-09 11:20:58.077,20.4,5000,0,0,0,,CK489,MCAMS,MCAMS,192.168.15.2,AAG460.1052019
11716,CANCEL,78247628,78247322,3521181955,M57727,763,中興通訊,B,E,0,39.2,C,2025-10-09 11:27:33.097,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
11746,MODIFY,78247658,78247303,3710114307,M57727,763,中興通訊,B,E,1000,39.1,F,2025-10-09 11:28:32.523,39.1,1000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12344,INPUT,78248267,78248267,4011038721,M57727,358,江西銅業股份,A,E,2000,38.98,C,2025-10-09 11:51:43.777,0,0,2000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12347,MODIFY,78248270,78248267,4012262145,M57727,358,江西銅業股份,A,E,2000,38.96,F,2025-10-09 11:51:51.570,38.96,2000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
12406,INPUT,78248329,78248329,3966908675,M57509,981,中芯國際,A,E,500,91.35,F,2025-10-09 11:55:17.867,91.35,500,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
12409,INPUT,78248332,78248332,3864875266,P85543,9992,泡泡瑪特,A,E,200,259.6,F,2025-10-09 11:55:24.423,259.6,200,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1005043
12426,CANCEL,78248350,78246476,3062162435,P77197,3320,華潤醫藥,A,E,0,4.94,C,2025-10-09 11:56:09.097,0,0,10000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
12436,CANCEL,78248360,78246546,3228355585,P77197,9698,萬國數據－ＳＷ,B,E,0,36.52,C,2025-10-09 11:56:24.757,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
13094,INPUT,78248851,78248851,4161642499,M57727,1171,兗礦能源,A,E,8000,10.48,C,2025-10-09 13:06:41.653,0,0,8000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
13230,INPUT,78248987,78248987,4228256771,M57727,763,中興通訊,A,E,600,40.92,F,2025-10-09 13:09:36.200,40.92,600,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
13248,INPUT,78249006,78249006,4133291010,P330489,390,中國中鐵,A,E,1000,4.22,F,2025-10-09 13:10:03.147,4.22,1000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1085831
13416,INPUT,78249176,78249176,,M57727,763,中興通訊,B,E,600,39.8,X,2025-10-09 13:14:02.920,0,0,0,600,0,2081 Warning! Price 58 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
13476,INPUT,78249236,78249236,,M57727,763,中興通訊,B,E,600,40.1,X,2025-10-09 13:15:32.557,0,0,0,600,0,2081 Warning! Price 35 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
13482,INPUT,78249242,78249242,4364800003,M57727,763,中興通訊,B,E,600,40.1,F,2025-10-09 13:15:40.637,40.1,600,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
13840,INPUT,78249604,78249604,,P821331,9992,泡泡瑪特,A,E,200,278,X,2025-10-09 13:24:52.750,0,0,0,200,0,2081 Warning! Price 90 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
13849,INPUT,78249613,78249613,,P821331,9992,泡泡瑪特,A,E,200,278,X,2025-10-09 13:25:01.947,0,0,0,200,0,2043 Invalid order price,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
14436,MODIFY,78250212,78248851,4873673987,M57727,1171,兗礦能源,A,E,8000,10.54,C,2025-10-09 13:40:18.630,0,0,8000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14462,INPUT,78250240,78250240,,M57727,358,江西銅業股份,A,E,6000,38.9,X,2025-10-09 13:40:52.190,0,0,0,6000,0,2081 Warning! Price 30 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14470,INPUT,78250248,78250248,4877184513,M57727,358,江西銅業股份,A,E,6000,38.9,O,2025-10-09 13:41:05.383,0,0,3000,0,3000,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14766,INPUT,78250546,78250546,,M57727,763,中興通訊,A,E,600,40.92,X,2025-10-09 13:47:57.663,0,0,0,600,0,2081 Warning! Price 37 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14774,INPUT,78250554,78250554,5080748291,M57727,763,中興通訊,A,E,600,40.92,C,2025-10-09 13:48:14.880,0,0,600,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
14993,INPUT,78250777,78250777,5251529219,M57727,763,中興通訊,B,E,1000,40.1,C,2025-10-09 13:53:24.333,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
15002,MODIFY,78250786,78250777,5255215107,M57727,763,中興通訊,B,E,1000,40.12,F,2025-10-09 13:53:33.657,40.12,1000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
15113,CANCEL,78250901,78250212,4873673987,M57727,1171,兗礦能源,A,E,0,10.54,C,2025-10-09 13:56:48.380,0,0,8000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
15671,INPUT,78251466,78251466,,M57727,358,江西銅業股份,A,E,6000,38.3,X,2025-10-09 14:14:05.410,0,0,0,6000,0,2081 Warning! Price 24 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
15682,INPUT,78251477,78251477,5502866689,M57727,358,江西銅業股份,A,E,6000,38.3,C,2025-10-09 14:14:18.443,0,0,6000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
15960,MODIFY,78251760,78251477,5648524033,M57727,358,江西銅業股份,A,E,6000,37.5,C,2025-10-09 14:21:35.987,0,0,6000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
15981,MODIFY,78251781,78251477,5656524289,M57727,358,江西銅業股份,A,E,6000,37.4,C,2025-10-09 14:21:55.983,0,0,6000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
15989,MODIFY,78251789,78251477,5658738689,M57727,358,江西銅業股份,A,E,6000,37.36,C,2025-10-09 14:22:03.643,0,0,6000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
15995,MODIFY,78251795,78251477,5660520193,M57727,358,江西銅業股份,A,E,6000,37.34,C,2025-10-09 14:22:08.457,0,0,6000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
15999,MODIFY,78251799,78251477,5662232833,M57727,358,江西銅業股份,A,E,6000,37.32,F,2025-10-09 14:22:14.783,37.32,6000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16317,CANCEL,78252120,78250554,5080748291,M57727,763,中興通訊,A,E,0,40.92,C,2025-10-09 14:28:39.380,0,0,600,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
16340,INPUT,78252143,78252143,6100751363,M57727,763,中興通訊,A,E,2000,39.8,C,2025-10-09 14:29:10.010,0,0,2000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16350,MODIFY,78252153,78252143,6103517187,M57727,763,中興通訊,A,E,2000,39.76,C,2025-10-09 14:29:17.560,0,0,2000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16357,MODIFY,78252160,78252143,6105678083,M57727,763,中興通訊,A,E,2000,39.68,C,2025-10-09 14:29:23.767,0,0,2000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16372,MODIFY,78252175,78252143,6111549443,M57727,763,中興通訊,A,E,2000,39.62,F,2025-10-09 14:29:41.797,39.62,2000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16442,INPUT,78252248,78252248,,M57727,763,中興通訊,B,E,1000,38.7,X,2025-10-09 14:31:36.940,0,0,0,1000,0,2081 Warning! Price 47 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16451,INPUT,78252256,78252256,6175534083,M57727,763,中興通訊,B,E,1000,38.7,O,2025-10-09 14:31:47.390,0,0,0,0,1000,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16518,INPUT,78252323,78252323,5976673281,M57727,358,江西銅業股份,B,E,3000,37.66,C,2025-10-09 14:33:51.507,0,0,3000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16536,MODIFY,78252343,78252323,5990994945,M57727,358,江西銅業股份,B,E,3000,37.74,C,2025-10-09 14:34:32.000,0,0,3000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16542,MODIFY,78252349,78252323,5992939009,M57727,358,江西銅業股份,B,E,3000,37.76,C,2025-10-09 14:34:37.463,0,0,3000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16555,MODIFY,78252364,78252323,5999480065,M57727,358,江西銅業股份,B,E,3000,37.78,F,2025-10-09 14:34:52.090,37.78,3000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16608,INPUT,78252419,78252419,6282085635,M57727,857,中國石油股份,A,E,10000,7.28,F,2025-10-09 14:36:02.820,7.28,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
16651,INPUT,78252465,78252465,6046247425,M57727,6823,香港電訊－ＳＳ,B,E,10000,11.52,O,2025-10-09 14:37:06.983,0,0,0,0,10000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1006710
17214,INPUT,78253040,78253040,6288379650,M57727,3988,中國銀行,B,E,10000,4.16,O,2025-10-09 14:52:14.870,0,0,0,0,10000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1006710
17448,INPUT,78253279,78253279,6399140866,P821331,9992,泡泡瑪特,A,E,200,262.6,F,2025-10-09 14:58:34.563,262.6,200,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1001276
18531,CANCEL,78254380,78250248,4877184513,M57727,358,江西銅業股份,A,E,3000,38.9,C,2025-10-09 15:32:37.360,0,0,3000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
18684,INPUT,78254538,78254538,7192590083,P77197,3320,華潤醫藥,A,E,10000,4.95,F,2025-10-09 15:36:35.903,4.95,10000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1004271
18692,INPUT,78254546,78254546,6908165121,P77197,9988,阿里巴巴－Ｗ,B,E,200,173.4,F,2025-10-09 15:36:49.560,173.4,200,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1004271
18724,INPUT,78254579,78254579,6910532610,P77240,386,中國石油化工股份,A,E,10000,4.12,O,2025-10-09 15:37:50.117,0,0,0,0,10000,,CK489,CK489,SATS,192.168.3.66,AAG460.1008862
19360,INPUT,78255225,78255225,7407457027,M57509,981,中芯國際,A,E,500,83.65,F,2025-10-09 15:55:22.567,83.65,500,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
19423,INPUT,78255289,78255289,7154709505,M57509,9988,阿里巴巴－Ｗ,A,E,200,172.6,F,2025-10-09 15:56:21.973,172.6,200,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
4068,INPUT,78262338,78262338,17147393,M57727,6823,香港電訊－ＳＳ,B,I,10000,11.52,O,2025-10-10 09:04:43.500,0,0,0,0,10000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1006710
4073,INPUT,78262343,78262343,17934594,M57727,3988,中國銀行,B,I,10000,4.16,O,2025-10-10 09:04:44.213,0,0,0,0,10000,,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1006710
4124,INPUT,78262394,78262394,,P87822,1357,美圖公司,A,I,10000,11.2,X,2025-10-10 09:04:51.427,0,0,0,10000,0,2612 Order rejected due to auction price limits,CK489,GTC,SATS.NET,192.168.15.2,AAG460.1010399
4626,INPUT,78262902,78262902,25895171,M9136,11,恒生銀行,B,I,500,149.8,F,2025-10-10 09:15:08.567,149.8,500,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
5386,INPUT,78263651,78263651,139584514,M57509,358,江西銅業股份,B,E,1000,38,F,2025-10-10 09:31:47.920,38,1000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
5452,INPUT,78263719,78263719,168634883,M57509,1053,重慶鋼鐵股份,B,E,10000,1.5,F,2025-10-10 09:32:13.490,1.5,10000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
5597,INPUT,78263865,78263865,,M9136,5,匯豐控股,A,E,1600,105.25,X,2025-10-10 09:33:05.090,0,0,0,1600,0,7073 Invalid price tick,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
5670,INPUT,78263938,78263938,,M9136,5,匯豐控股,A,E,800,105.3,X,2025-10-10 09:33:30.373,0,0,0,800,0,2081 Warning! Price 22 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
5690,INPUT,78263958,78263958,232766722,M9136,5,匯豐控股,A,E,800,105.3,O,2025-10-10 09:33:37.797,0,0,0,0,800,,CK489,CK489,SATS,192.168.3.66,AAG460.1002161
5746,INPUT,78264016,78264016,253608706,M57509,358,江西銅業股份,B,E,2000,38.36,F,2025-10-10 09:34:02.783,38.36,2000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
5938,INPUT,78264209,78264209,314320898,M57727,1171,兗礦能源,A,E,8000,10.48,F,2025-10-10 09:35:22.887,10.48,8000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
6120,INPUT,78264394,78264394,369868034,M57727,358,江西銅業股份,A,E,2000,38.4,F,2025-10-10 09:36:37.770,38.4,2000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
6491,INPUT,78264769,78264769,504557314,M57509,358,江西銅業股份,A,E,2000,39.18,F,2025-10-10 09:39:41.560,39.18,2000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
6569,INPUT,78264849,78264849,,M57727,358,江西銅業股份,A,E,2000,39.6,X,2025-10-10 09:40:24.840,0,0,0,2000,0,2081 Warning! Price 50 S from nominal. Please check.,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
6590,INPUT,78264870,78264870,547445250,M57727,358,江西銅業股份,A,E,2000,39.6,C,2025-10-10 09:40:33.787,0,0,2000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
6687,INPUT,78264967,78264967,583926530,M57727,358,江西銅業股份,A,E,1000,38.42,C,2025-10-10 09:41:17.677,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
7125,INPUT,78265410,78265410,777242369,P77751,9698,萬國數據－ＳＷ,A,E,1000,37.08,F,2025-10-10 09:45:34.573,37.08,1000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006540
7215,INPUT,78265501,78265501,809402882,M57509,358,江西銅業股份,A,E,1000,37.8,F,2025-10-10 09:46:24.450,37.8,1000,0,0,0,,CK489,MCAMS,MCAMS,ATS,AAG460.1052019
7236,INPUT,78265523,78265523,814450434,M57727,358,江西銅業股份,A,E,4000,37.8,C,2025-10-10 09:46:32.347,0,0,4000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
7256,MODIFY,78265543,78265523,820119042,M57727,358,江西銅業股份,A,E,4000,37.74,C,2025-10-10 09:46:40.307,0,0,4000,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
7265,MODIFY,78265552,78265523,823481090,M57727,358,江西銅業股份,A,E,4000,37.72,F,2025-10-10 09:46:45.087,37.72,4000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
7301,CANCEL,78265588,78264967,583926530,M57727,358,江西銅業股份,A,E,0,38.42,C,2025-10-10 09:47:04.563,0,0,1000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
7310,CANCEL,78265597,78264870,547445250,M57727,358,江西銅業股份,A,E,0,39.6,C,2025-10-10 09:47:06.757,0,0,2000,0,0,,CK489,CK489,SATS,192.168.3.66,NULL
7338,INPUT,78265625,78265625,847891714,M57727,358,江西銅業股份,A,E,3000,38,F,2025-10-10 09:47:19.917,38,3000,0,0,0,,CK489,CK489,SATS,192.168.3.66,AAG460.1006710
